0,20130715,2013-07-15 17:15:19,1,8872,291840,92
1,20110719,2011-07-19 23:26:24,2,18890,760336,0
2,20110726,2011-07-26 22:58:35,2,2902,76746,0
3,20110728,2011-07-28 22:27:12,2,103222,954442,0
4,20110729,2011-07-29 21:26:27,2,107134,885380,0
5,20110731,2011-07-31 04:11:38,2,44228,813568,0
6,20110802,2011-08-02 23:17:39,2,109242,1157330,0
7,20110803,2011-08-03 22:14:08,2,51736,870914,0
8,20110804,2011-08-04 21:41:33,2,18390,652704,0
